pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,fare_amount
40.77,-73.95,40.78,-73.96,5
40.77,-73.96,40.78,-73.96,5
40.74,-74,40.75,-74,5
40.77,-73.96,40.78,-73.95,5
40.77,-73.98,40.76,-73.99,5
40.74,-73.98,40.74,-73.98,5
40.79,-73.96,40.78,-73.96,5
40.72,-73.99,40.73,-73.98,5
40.75,-73.97,40.76,-73.97,5
40.73,-73.99,40.73,-74,5
40.74,-73.98,40.75,-73.97,5
40.77,-73.92,40.76,-73.92,5
40.72,-73.96,40.71,-73.97,5
40.75,-73.98,40.75,-73.98,5
40.74,-73.98,40.73,-73.99,5
40.78,-73.95,40.78,-73.95,5
40.77,-73.96,40.78,-73.95,5
40.76,-73.97,40.76,-73.97,5
40.73,-74,40.73,-74,5
40.77,-73.92,40.77,-73.91,5
40.72,-73.96,40.71,-73.97,5
40.69,-73.94,40.69,-73.96,5
40.74,-73.98,40.73,-73.99,5
40.74,-73.99,40.74,-74,5
40.79,-73.97,40.79,-73.97,5
40.72,-73.99,40.72,-73.99,5
40.78,-73.95,40.77,-73.95,5
40.75,-73.97,40.74,-73.98,5
40.77,-73.96,40.76,-73.95,5
40.77,-73.96,40.78,-73.95,5
40.74,-73.99,40.74,-73.98,5
40.77,-73.96,40.79,-73.95,5
40.74,-73.98,40.73,-73.99,5
40.77,-73.98,40.76,-73.97,5
40.74,-73.98,40.74,-73.97,5
40.77,-73.97,40.78,-73.96,5
40.76,-73.97,40.76,-73.98,5
40.76,-73.97,40.77,-73.97,5
40.78,-73.95,40.77,-73.95,5
40.79,-73.97,40.76,-74,11.5
40.78,-73.96,40.77,-73.98,7.5
40.72,-74,40.73,-73.99,8.5
40.77,-73.97,40.76,-73.97,3
40.79,-73.97,40.8,-73.97,3
40.73,-73.99,40.73,-73.99,3
40.74,-74,40.74,-74.01,3
40.79,-73.98,40.79,-73.97,4
40.75,-73.98,40.77,-73.96,8
40.76,-73.93,40.77,-73.92,4
40.77,-73.96,40.76,-73.96,4
40.78,-73.96,40.78,-73.95,4
40.78,-73.98,40.78,-73.99,4
40.74,-74,40.74,-74.01,5.5
40.77,-73.97,40.77,-73.97,4
40.78,-73.95,40.77,-73.96,4
0,0,0,0,4
40.75,-73.99,40.74,-74.01,10
40.74,-74,40.73,-74,4
40.72,-73.98,40.72,-73.99,4
40.77,-73.96,40.76,-73.96,4
40.78,-73.95,40.79,-73.94,4
40.73,-73.98,40.73,-73.98,4
40.76,-73.97,40.76,-73.96,4
40.74,-73.98,40.74,-73.99,4
40.8,-73.96,40.79,-73.96,4
40.77,-73.96,40.77,-73.96,4
40.76,-73.97,40.76,-73.97,4
40.79,-73.94,40.78,-73.95,4
40.74,-73.98,40.74,-73.99,4
40.75,-73.98,40.76,-73.97,4
40.72,-74.01,40.74,-74,10.5
40.77,-73.95,40.76,-73.97,6
40.73,-73.99,40.73,-74,6
40.77,-73.96,40.79,-73.96,6
40.73,-74,40.74,-73.99,4
40.75,-73.97,40.74,-73.98,4
40.78,-73.95,40.77,-73.95,4
40.7,-74.01,40.71,-74.01,4
40.77,-73.96,40.77,-73.95,4
40.78,-73.95,40.77,-73.96,4
40.76,-73.96,40.77,-73.96,4
40.77,-73.96,40.77,-73.97,4
40.78,-73.98,40.79,-73.97,4
40.78,-73.95,40.77,-73.96,4
40.77,-73.96,40.76,-73.96,4
40.78,-73.95,40.78,-73.95,4
40.72,-74.01,40.73,-74,7.5
40.77,-73.93,40.77,-73.93,4
40.75,-73.98,40.74,-73.98,4
40.72,-73.99,40.73,-73.99,7.5
40.77,-73.96,40.79,-73.94,7.5
40.75,-74,40.76,-74,4
40.73,-73.99,40.73,-73.99,4
40.78,-73.95,40.78,-73.95,4
40.74,-74.01,40.73,-74.01,4
40.73,-74,40.74,-73.99,7.5
40.77,-73.96,40.78,-73.95,7.5
40.77,-73.99,40.77,-73.98,4
40.77,-73.95,40.77,-73.95,4
40.78,-73.95,40.78,-73.96,4
40.79,-73.98,40.78,-73.98,4
40.82,-73.95,40.83,-73.92,12
40.73,-73.99,40.73,-73.99,4
40.77,-73.95,40.73,-73.98,12
40.74,-74,40.75,-74,5.5
40.73,-74,40.74,-74,5.5
40.79,-73.97,40.77,-73.96,9
40.78,-73.98,40.78,-73.98,5.5
40.73,-73.99,40.73,-73.98,5.5
40.73,-74,40.73,-73.99,5.5
40.77,-73.98,40.79,-73.95,10
40.79,-73.97,40.78,-73.96,5.5
40.78,-73.95,40.78,-73.95,5.5
40.78,-73.95,40.79,-73.94,5.5
40.74,-73.98,40.73,-73.99,5.5
40.72,-74,40.72,-74.01,5.5
40.74,-74,40.75,-74,5.5
40.78,-73.96,40.78,-73.95,5.5
40.72,-73.99,40.72,-73.99,5.5
40.74,-73.99,40.73,-73.99,5.5
40.75,-73.98,40.74,-73.98,5.5
40.79,-73.98,40.8,-73.97,5.5
40.74,-74.01,40.74,-74,5.5
40.71,-73.95,40.71,-73.94,5.5
40.75,-73.98,40.75,-73.97,5.5
40.78,-73.95,40.76,-73.97,5.5
40.75,-73.98,40.74,-73.99,5.5
40.79,-73.98,40.8,-73.97,5.5
40.76,-73.96,40.77,-73.95,5.5
40.78,-73.95,40.79,-73.95,5.5
40.75,-73.97,40.74,-73.98,5.5
40.73,-73.99,40.72,-73.98,5.5
40.76,-73.98,40.76,-73.97,5.5
40.78,-73.95,40.77,-73.96,5.5
40.77,-74,40.77,-73.99,5.5
40.75,-74.01,40.74,-74,5.5
40.78,-73.98,40.77,-73.99,5.5
40.78,-73.95,40.77,-73.96,5.5
40.74,-73.98,40.75,-73.97,5.5
40.73,-73.99,40.74,-74,5.5
40.73,-74,40.73,-74,5.5
40.75,-73.97,40.73,-73.98,5.5
40.73,-73.99,40.75,-73.98,5.5
40.77,-73.96,40.76,-73.97,5.5
40.73,-74,40.74,-74.01,5.5
40.74,-74.01,40.74,-73.99,5.5
40.73,-73.98,40.73,-73.99,5.5
40.74,-74.01,40.73,-74.01,5.5
40.76,-74,40.77,-73.99,5.5
40.72,-73.99,40.72,-73.98,5.5
40.73,-74,40.73,-74.01,5.5
40.74,-73.99,40.73,-73.99,5.5
40.78,-73.96,40.78,-73.95,5.5
40.76,-73.98,40.75,-73.98,5.5
40.74,-74,40.74,-73.99,5.5
40.72,-73.99,40.73,-73.99,5.5
40.8,-73.97,40.79,-73.97,5.5
40.71,-74,40.71,-73.99,5.5
40.78,-73.96,40.76,-73.97,5.5
40.72,-74,40.71,-74.01,5.5
40.7,-74.02,40.71,-74.01,5.5
40.77,-73.96,40.79,-73.95,5.5
40.74,-73.99,40.73,-73.99,5.5
40.71,-73.92,40.71,-73.93,5.5
40.72,-73.99,40.73,-73.99,5.5
40.77,-73.99,40.77,-73.99,5.5
40.75,-73.98,40.75,-73.98,5.5
40.77,-73.96,40.78,-73.95,5.5
40.72,-74,40.73,-74,5.5
40.77,-73.96,40.78,-73.95,5.5
40.72,-73.99,40.71,-74,5.5
40.76,-73.93,40.77,-73.93,5.5
40.8,-73.97,40.82,-73.96,5.5
40.76,-73.97,40.75,-73.96,5.5
40.78,-73.98,40.79,-73.98,5.5
40.72,-74.01,40.73,-74,5.5
40.69,-73.99,40.68,-73.98,5.5
40.77,-73.95,40.78,-73.96,5.5
40.74,-73.97,40.75,-73.97,5.5
40.75,-73.98,40.73,-73.98,5.5
40.73,-73.99,40.74,-73.98,5.5
40.77,-73.96,40.78,-73.95,5.5
40.78,-73.95,40.79,-73.95,5.5
40.72,-74,40.73,-73.99,5.5
40.68,-74.01,40.68,-74,5.5
40.68,-73.99,40.69,-73.99,5.5
40.67,-74,40.68,-73.98,5.5
40.79,-73.98,40.8,-73.97,5.5
40.71,-73.96,40.72,-73.95,5.5
40.74,-74,40.73,-74,5.5
40.78,-73.95,40.77,-73.95,5.5
40.73,-74.01,40.74,-74,5.5
40.74,-73.98,40.74,-73.98,5.5
40.74,-74,40.73,-74,5.5
0,0,0,0,5.5
40.69,-73.98,40.69,-73.99,5.5
40.79,-73.98,40.8,-73.96,7
40.72,-74.01,40.72,-74,5.5
40.74,-73.98,40.74,-73.99,5.5
40.74,-73.99,40.74,-73.98,5.5
40.74,-73.98,40.75,-73.98,5.5
40.73,-73.98,40.74,-73.98,5.5
40.76,-73.96,40.75,-73.97,5.5
40.79,-73.95,40.78,-73.95,5.5
40.76,-73.97,40.77,-73.96,5.5
40.76,-73.96,40.77,-73.95,5.5
40.78,-73.96,40.76,-73.97,5.5
40.83,-73.95,40.84,-73.94,5.5
40.75,-73.97,40.77,-73.95,5.5
40.75,-74,40.74,-74,5.5
40.7,-74.01,40.71,-74.01,5.5
40.74,-73.98,40.74,-73.99,5.5
40.73,-74.01,40.74,-74,5.5
40.76,-73.97,40.75,-73.98,5.5
40.75,-73.97,40.76,-73.98,5.5
40.74,-73.99,40.75,-73.98,5.5
40.83,-73.88,40.83,-73.89,5.5
40.74,-74,40.75,-74,5.5
40.74,-73.98,40.75,-73.98,5.5
40.74,-73.99,40.75,-73.98,5.5
40.8,-73.95,40.8,-73.96,5.5
40.73,-73.99,40.75,-73.99,5.5
40.72,-74.01,40.71,-74.02,5.5
0,0,40.77,-73.96,5.5
40.76,-73.97,40.76,-73.98,5.5
40.78,-73.96,40.78,-73.98,5.5
40.77,-73.96,40.75,-73.97,5.5
40.77,-73.96,40.76,-73.96,5.5
40.74,-74,40.74,-74.01,5.5
40.76,-73.98,40.76,-73.97,5.5
40.73,-74,40.74,-73.99,5.5
40.77,-73.96,40.78,-73.95,5.5
40.75,-73.99,40.74,-74,5.5
40.74,-73.99,40.75,-73.98,5.5
40.73,-73.98,40.74,-73.97,5.5
40.79,-73.98,40.8,-73.97,5.5
40.78,-73.95,40.78,-73.95,5.5
40.84,-73.94,40.83,-73.94,5.5
40.77,-73.98,40.77,-73.98,5.5
40.77,-73.96,40.78,-73.95,5.5
40.76,-73.96,40.76,-73.97,5.5
40.79,-73.98,40.79,-73.97,5.5
40.73,-73.98,40.73,-73.98,5.5
40.78,-73.95,40.79,-73.97,5.5
40.78,-73.96,40.78,-73.95,5.5
40.77,-73.96,40.76,-73.97,5.5
40.78,-73.98,40.77,-73.99,5.5
40.72,-73.96,40.71,-73.95,5.5
40.74,-73.98,40.75,-73.98,5.5
40.72,-74,40.73,-74,5.5
40.73,-73.99,40.74,-73.98,5.5
40.74,-73.98,40.75,-73.98,5.5
40.77,-73.96,40.77,-73.95,5.5
40.77,-73.96,40.76,-73.96,5.5
40.76,-73.96,40.77,-73.97,5.5
40.75,-73.98,40.75,-73.99,5.5
40.74,-73.98,40.73,-73.98,5.5
40.74,-74,40.73,-74.01,5.5
40.78,-73.97,40.79,-73.97,5.5
40.77,-73.95,40.78,-73.95,5.5
40.78,-73.98,40.77,-73.99,5.5
40.73,-73.99,40.73,-73.99,5.5
40.76,-73.97,40.77,-73.97,5.5
40.75,-73.98,40.75,-73.99,5.5
40.75,-73.99,40.75,-73.99,5.5
40.77,-73.95,40.76,-73.96,5.5
40.72,-73.99,40.72,-73.99,5.5
40.75,-73.98,40.74,-73.99,5.5
40.77,-73.96,40.77,-73.97,5.5
40.77,-73.96,40.77,-73.95,5.5
40.68,-73.99,40.68,-73.98,5.5
40.74,-73.98,40.74,-73.97,5.5
40.75,-73.98,40.74,-73.99,5.5
40.78,-73.98,40.77,-73.99,5.5
40.7,-74.01,40.72,-74,5.5
40.76,-73.97,40.75,-73.98,5.5
40.75,-73.99,40.75,-73.99,5.5
40.78,-73.95,40.77,-73.96,5.5
40.74,-73.99,40.75,-74,5.5
40.74,-74,40.74,-73.99,5.5
40.72,-73.99,40.73,-73.98,5.5
40.79,-73.97,40.8,-73.97,5.5
40.73,-74.01,40.71,-74.01,5.5
40.75,-73.94,40.75,-73.95,5.5
40.78,-73.98,40.79,-73.97,5.5
40.74,-74,40.74,-74.01,5.5
40.76,-73.98,40.75,-73.98,5.5
40.78,-73.97,40.78,-73.99,5.5
40.74,-73.99,40.75,-73.98,5.5
40.72,-74,40.73,-73.99,5.5
40.77,-73.98,40.78,-73.98,5.5
40.78,-73.95,40.77,-73.96,5.5
40.74,-73.98,40.75,-73.98,5.5
40.79,-73.97,40.79,-73.96,5.5
40.78,-73.95,40.77,-73.95,5.5
40.73,-73.99,40.74,-73.97,5.5
40.72,-73.99,40.73,-73.98,5.5
40.71,-73.99,40.72,-73.99,5.5
40.74,-73.98,40.73,-73.98,5.5
40.82,-73.94,40.81,-73.95,5.5
40.71,-74.02,40.78,-73.95,26
40.78,-73.99,40.77,-73.99,5.5
40.75,-73.98,40.75,-73.98,5.5
40.73,-74,40.72,-73.99,5.5
40.79,-73.97,40.78,-73.98,5.5
40.78,-73.95,40.79,-73.94,5.5
40.72,-74.01,40.71,-74,5.5
40.73,-73.99,40.73,-73.98,5.5
40.78,-73.96,40.77,-73.95,5.5
40.75,-73.98,40.74,-73.98,5.5
40.75,-74,40.74,-74,5.5
40.78,-73.96,40.77,-73.95,5.5
40.76,-73.97,40.78,-73.96,5.5
40.73,-74,40.74,-73.99,5.5
40.78,-73.96,40.79,-73.94,5.5
40.73,-73.99,40.74,-74,5.5
40.77,-73.92,40.76,-73.92,5.5
40.77,-73.96,40.78,-73.96,5.5
40.81,-73.95,40.8,-73.96,5.5
40.78,-73.96,40.78,-73.95,5.5
40.81,-73.96,40.81,-73.96,5.5
40.77,-73.96,40.76,-73.96,5.5
40.75,-73.98,40.76,-73.97,5.5
40.72,-73.99,40.73,-74,5.5
40.75,-73.97,40.75,-73.97,5.5
40.73,-73.97,40.74,-73.99,5.5
40.73,-73.99,40.72,-73.99,5.5
40.77,-73.96,40.78,-73.95,5.5
40.75,-73.99,40.74,-73.99,5.5
40.75,-73.98,40.74,-73.98,5.5
40.77,-73.96,40.76,-73.97,5.5
40.71,-74.02,40.7,-74.01,5.5
40.78,-73.95,40.77,-73.96,5.5
40.77,-73.96,40.78,-73.95,5.5
40.75,-73.97,40.75,-73.98,5.5
40.72,-74,40.73,-73.99,5.5
40.77,-73.96,40.78,-73.95,5.5
40.73,-73.98,40.74,-73.99,5.5
40.72,-74,40.72,-73.99,5.5
40.75,-73.97,40.74,-73.98,5.5
40.73,-73.99,40.74,-73.98,5.5
40.73,-73.99,40.73,-73.99,5.5
40.74,-74,40.73,-73.99,5.5
40.72,-74,40.73,-74,5.5
40.75,-73.99,40.75,-73.99,5.5
40.78,-73.97,40.78,-73.99,5.5
40.78,-73.94,40.78,-73.95,5.5
40.73,-74,40.74,-74.01,5.5
40.73,-73.98,40.74,-73.99,5.5
40.71,-73.96,40.72,-73.96,5.5
40.77,-73.97,40.78,-73.96,5.5
40.71,-74.01,40.71,-74,5.5
40.79,-73.98,40.78,-73.99,5.5
40.76,-73.97,40.75,-73.98,5.5
40.77,-73.96,40.76,-73.97,5.5
40.74,-73.98,40.73,-73.99,5.5
40.73,-73.98,40.74,-74,5.5
40.76,-73.97,40.75,-73.97,5.5
40.79,-73.97,40.78,-73.98,5.5
40.73,-73.99,40.73,-73.99,5.5
40.75,-73.98,40.74,-73.98,5.5
40.79,-73.98,40.8,-73.97,5.5
40.78,-73.95,40.78,-73.95,5.5
40.71,-73.97,40.72,-73.95,5.5
40.73,-73.99,40.73,-73.98,5.5
40.76,-73.96,40.77,-73.96,5.5
40.74,-73.99,40.75,-73.99,5.5
40.78,-73.95,40.8,-73.93,5.5
40.74,-73.99,40.73,-74,5.5
40.78,-73.95,40.77,-73.96,5.5
40.72,-73.99,40.73,-73.98,5.5
40.77,-73.99,40.79,-73.98,5.5
40.78,-73.96,40.78,-73.95,5.5
40.75,-73.98,40.75,-73.99,5.5
40.74,-73.98,40.75,-73.98,5.5
40.75,-73.99,40.74,-73.98,5.5
40.74,-73.99,40.74,-73.98,5.5
40.74,-73.99,40.74,-74,5.5
40.73,-73.99,40.72,-74,5.5
40.73,-73.98,40.74,-73.97,5.5
40.78,-73.96,40.77,-73.96,5.5
40.77,-73.96,40.78,-73.95,5.5
40.72,-74,40.73,-74,5.5
40.76,-73.97,40.77,-73.96,5.5
40.8,-73.97,40.77,-73.98,10
40.78,-73.95,40.78,-73.95,5.5
40.73,-73.99,40.74,-73.98,5.5
40.74,-73.99,40.74,-74,5.5
40.79,-73.98,40.79,-73.97,5.5
40.75,-73.99,40.75,-73.97,5.5
40.8,-73.96,40.81,-73.96,5.5
40.74,-73.99,40.73,-73.99,5.5
40.73,-73.99,40.74,-73.99,5.5
40.73,-73.99,40.74,-73.99,5.5
40.71,-74,40.72,-73.99,5.5
40.75,-73.99,40.72,-73.94,5.5
40.71,-74.01,40.72,-74.01,5.5
40.74,-73.98,40.75,-73.97,5.5
40.76,-74,40.75,-74,5.5
40.74,-73.99,40.74,-74.01,5.5
40.76,-73.97,40.75,-73.98,5.5
40.77,-73.96,40.78,-73.94,5.5
40.74,-74.01,40.74,-73.99,5.5
40.77,-73.99,40.77,-73.99,5.5
40.76,-73.99,40.76,-73.99,5.5
40.74,-73.97,40.75,-73.97,5.5
40.74,-74.01,40.73,-73.99,5.5
40.75,-73.98,40.74,-73.97,5.5
40.76,-73.96,40.76,-73.97,5.5
40.74,-74,40.75,-73.99,5.5
40.75,-73.97,40.76,-73.97,5.5
40.78,-73.95,40.77,-73.96,5.5
40.81,-73.96,40.8,-73.97,5.5
40.77,-73.97,40.78,-73.95,5.5
40.74,-73.98,40.74,-73.99,5.5
40.79,-73.98,40.78,-73.97,5.5
40.76,-73.97,40.76,-73.98,5.5
40.77,-73.96,40.77,-73.95,5.5
40.74,-73.98,40.75,-73.99,5.5
40.81,-73.96,40.8,-73.97,5.5
40.75,-73.98,40.76,-73.97,5.5
40.71,-73.94,40.72,-73.95,5.5
40.74,-74.01,40.73,-74.01,5.5
40.76,-73.97,40.78,-73.96,5.5
40.76,-73.99,40.76,-73.98,5.5
40.73,-73.98,40.74,-73.98,5.5
40.77,-73.96,40.78,-73.95,5.5
40.76,-73.96,40.77,-73.96,5.5
40.81,-73.95,40.8,-73.96,5.5
40.72,-74,40.71,-74,5.5
40.77,-73.96,40.76,-73.97,5.5
40.76,-73.96,40.77,-73.95,5.5
40.74,-73.98,40.73,-73.99,5.5
40.77,-73.96,40.78,-73.95,5.5
40.72,-73.99,40.73,-73.99,5.5
40.78,-73.98,40.77,-73.98,5.5
40.77,-73.96,40.79,-73.96,5.5
40.75,-73.99,40.77,-73.99,12.5
40.74,-73.99,40.72,-73.99,12.5
40.77,-73.96,40.74,-73.98,12.5
40.73,-73.99,40.72,-74.01,8
40.73,-73.98,40.74,-73.98,3.5
40.71,-74.02,40.76,-74,15
40.75,-73.98,40.77,-73.98,22
40.76,-74,40.74,-73.97,13
40.78,-73.96,40.77,-73.96,5
40.77,-73.96,40.75,-73.97,6.5
40.74,-73.98,40.76,-73.96,8
40.74,-73.99,40.75,-73.99,8
40.78,-73.95,40.8,-73.97,8
0,0,0,0,6.5
40.73,-73.98,40.73,-73.99,6.5
40.74,-74,40.75,-73.99,11
40.71,-73.97,40.73,-73.96,5.5
40.72,-73.99,40.73,-73.98,3.5
40.74,-74,40.74,-74.01,6.5
40.74,-74,40.76,-73.97,13
40.74,-73.98,40.75,-73.98,3.5
40.73,-73.98,40.72,-73.98,3.5
40.76,-74,40.75,-74,11.5
40.77,-73.95,40.79,-73.95,6
40.7,-73.94,40.71,-73.92,8
40.74,-73.98,40.74,-73.98,3.5
0,0,0,0,8
40.77,-73.95,40.75,-73.98,11
40.77,-73.96,40.78,-73.95,6.5
40.75,-73.98,40.75,-73.99,10.5
40.8,-73.96,40.8,-73.96,3.5
40.74,-74.01,40.73,-74,3.5
40.78,-73.91,40.77,-73.91,3.5
40.78,-73.95,40.79,-73.94,3.5
40.78,-73.95,40.77,-73.96,3.5
40.76,-73.97,40.76,-73.97,3.5
40.72,-74,40.72,-74.01,3.5
40.66,-73.79,40.66,-73.79,3.5
40.77,-73.95,40.77,-73.95,3.5
40.74,-74,40.74,-74,3.5
40.74,-73.98,40.73,-73.99,4.5
40.76,-73.97,40.75,-73.98,6
40.72,-73.99,40.71,-74,6
40.73,-73.99,40.72,-73.99,4.5
40.71,-73.96,40.71,-73.95,6
40.73,-73.99,40.73,-73.99,4.5
40.75,-73.99,40.74,-74,6
40.72,-74,40.72,-74.01,6
40.77,-73.95,40.77,-73.95,4.5
40.76,-73.97,40.78,-73.96,6
40.73,-74,40.73,-74,4.5
40.75,-74,40.74,-73.99,6
40.76,-73.97,40.76,-73.96,6
0,0,0,0,6
40.73,-74,40.73,-73.99,6
40.78,-73.98,40.79,-73.97,4.5
40.73,-73.99,40.72,-73.99,6
40.74,-74.01,40.75,-74,6
40.74,-73.99,40.74,-74.01,6
40.73,-74,40.74,-74.01,6
40.73,-73.98,40.74,-73.98,6
40.72,-73.99,40.73,-74,6
40.76,-73.96,40.77,-73.96,4.5
0,0,0,0,6
40.73,-74,40.74,-74,6
40.75,-73.97,40.75,-73.98,6
40.76,-73.97,40.75,-73.98,6
40.76,-73.98,40.75,-73.98,6
40.72,-73.99,40.73,-73.98,6
40.75,-73.99,40.75,-74.01,4.5
40.74,-73.99,40.75,-73.99,6
40.75,-73.99,40.73,-73.99,6
40.74,-73.99,40.74,-74,4.5
40.78,-73.96,40.77,-73.95,6
40.72,-73.99,40.73,-74,6
40.75,-74,40.76,-74,4.5
40.73,-73.98,40.74,-73.97,6
40.73,-73.99,40.73,-74,6
40.78,-73.98,40.78,-73.98,6
40.75,-73.97,40.75,-73.98,4.5
40.72,-73.99,40.73,-73.98,4.5
40.74,-73.99,40.74,-74.01,6
40.8,-73.97,40.79,-73.98,6
40.74,-73.99,40.75,-73.98,6
40.72,-73.95,40.71,-73.94,6
40.76,-73.96,40.77,-73.95,6
40.78,-73.95,40.77,-73.95,4.5
40.77,-73.95,40.78,-73.95,6
40.76,-73.97,40.74,-73.98,6
40.78,-73.96,40.78,-73.98,6
40.8,-73.97,40.79,-73.98,4.5
40.73,-73.99,40.74,-73.98,6
40.78,-73.95,40.77,-73.96,4.5
40.74,-74,40.74,-74,4.5
40.78,-73.96,40.77,-73.97,6
40.76,-73.97,40.77,-73.96,6
40.73,-73.98,40.72,-73.99,6
40.74,-74,40.74,-73.99,6
40.73,-73.99,40.72,-73.99,6
40.78,-73.95,40.77,-73.96,6
40.74,-73.99,40.74,-73.99,6
40.74,-74.01,40.74,-74,4.5
40.75,-73.93,40.76,-73.92,4.5
40.78,-73.95,40.78,-73.95,4.5
40.76,-74,40.74,-74.01,6
40.73,-73.99,40.74,-73.98,6
40.78,-73.95,40.77,-73.95,4.5
40.74,-73.99,40.73,-73.98,6
40.74,-73.98,40.74,-73.99,6
40.76,-73.97,40.77,-73.97,6
40.77,-73.96,40.77,-73.96,4.5
40.74,-74.01,40.73,-74.01,4.5
40.72,-73.95,40.71,-73.95,4.5
40.71,-73.96,40.73,-73.95,6
40.73,-74,40.73,-73.99,6
40.77,-73.99,40.77,-73.99,4.5
40.74,-73.98,40.73,-73.98,6
40.79,-73.98,40.77,-73.98,6
40.71,-73.94,40.71,-73.95,6
40.74,-73.99,40.75,-73.99,4.5
40.77,-73.96,40.77,-73.96,6
40.73,-74,40.73,-73.99,6
40.7,-73.93,40.7,-73.94,4.5
40.73,-73.98,40.73,-73.99,6
40.78,-73.96,40.78,-73.96,6
40.75,-73.99,40.74,-74,6
40.78,-73.96,40.79,-73.95,4.5
40.74,-73.99,40.74,-73.99,6
40.76,-73.97,40.74,-73.98,6
40.78,-73.95,40.79,-73.94,6
40.78,-73.96,40.78,-73.95,4.5
40.76,-73.97,40.75,-73.97,4.5
40.73,-74,40.74,-74,6
40.8,-73.97,40.78,-73.97,6
40.74,-74,40.75,-73.99,6
40.76,-73.98,40.76,-73.97,6
40.78,-73.99,40.78,-73.98,6
40.73,-73.99,40.73,-74,4.5
40.75,-73.97,40.74,-73.98,6
40.75,-73.98,40.75,-73.97,4.5
40.77,-73.96,40.78,-73.95,6
40.73,-73.98,40.73,-74,6
40.76,-73.96,40.77,-73.95,6
40.73,-73.99,40.74,-73.98,6
40.78,-73.98,40.78,-73.99,6
40.74,-73.98,40.75,-73.99,6
40.72,-73.99,40.73,-73.99,6
40.78,-73.96,40.77,-73.95,6
40.72,-73.99,40.74,-73.99,6
40.8,-73.97,40.79,-73.98,6
40.76,-73.97,40.75,-73.98,6
40.74,-73.99,40.75,-73.98,6
40.74,-73.99,40.75,-73.99,6
40.78,-73.98,40.78,-73.98,4.5
40.75,-73.99,40.74,-73.98,4.5
40.73,-73.99,40.75,-73.98,6
40.74,-73.98,40.75,-73.98,4.5
40.75,-73.98,40.76,-73.97,4.5
40.78,-73.95,40.77,-73.96,4.5
40.74,-74,40.75,-74,6
40.79,-73.97,40.77,-73.98,4.5
40.75,-73.97,40.73,-73.98,6
40.73,-74,40.74,-73.99,6
40.78,-73.96,40.77,-73.95,4.5
0,0,0,0,6
40.72,-74,40.72,-74.01,4.5
40.73,-73.99,40.74,-73.99,6
40.74,-74,40.75,-74,6
40.76,-73.97,40.77,-73.97,6
40.74,-73.98,40.75,-73.98,6
40.74,-73.99,40.75,-73.99,4.5
40.73,-73.99,40.74,-73.98,6
40.78,-73.95,40.79,-73.95,4.5
40.73,-73.98,40.73,-73.99,6
40.76,-73.98,40.75,-73.97,6
40.8,-73.97,40.81,-73.96,6
40.74,-73.98,40.73,-73.99,6
40.75,-73.99,40.74,-73.99,6
0,0,0,0,6
40.78,-73.98,40.77,-73.98,6
40.75,-73.99,40.74,-73.99,4.5
40.78,-73.95,40.77,-73.95,6
40.67,-73.99,40.68,-73.98,4.5
0,0,0,0,6
40.77,-73.96,40.78,-73.95,4.5
40.79,-73.97,40.77,-73.98,6
40.77,-73.96,40.78,-73.96,4.5
40.73,-74,40.75,-73.99,6
40.79,-73.97,40.79,-73.97,4.5
40.78,-73.95,40.77,-73.95,4.5
40.72,-73.99,40.73,-73.98,6
40.76,-73.99,40.77,-74,6
40.78,-73.98,40.77,-73.98,4.5
40.76,-73.96,40.76,-73.98,6
40.74,-73.98,40.75,-73.98,6
40.76,-73.98,40.77,-73.96,6
40.77,-73.98,40.78,-73.98,6
40.78,-73.95,40.79,-73.95,6
40.75,-73.9,40.74,-73.9,4.5
40.74,-73.98,40.75,-73.97,4.5
40.78,-73.96,40.77,-73.96,6
40.74,-73.99,40.75,-73.98,6
40.77,-73.95,40.76,-73.96,6
40.74,-74,40.75,-74,6
40.74,-74,40.74,-74,4.5
40.74,-73.99,40.74,-73.99,4.5
40.74,-74,40.73,-74.01,6
40.76,-73.97,40.74,-73.97,6
40.73,-73.98,40.74,-73.99,6
40.8,-73.97,40.79,-73.97,6
40.71,-74.02,40.72,-74.01,6
40.77,-73.97,40.74,-73.99,13
40.79,-73.95,40.78,-73.95,4.5
40.79,-73.97,40.8,-73.96,4.5
40.77,-73.97,40.78,-73.96,4.5
40.74,-73.98,40.74,-73.99,6
40.74,-74.01,40.73,-74,6
40.76,-74,40.76,-74,6
40.72,-73.99,40.72,-73.99,6
40.73,-73.98,40.73,-73.99,4.5
40.75,-74,40.74,-74,6
40.72,-73.99,40.72,-74,6
40.73,-73.98,40.73,-73.99,6
40.73,-73.99,40.74,-73.99,6
40.75,-73.98,40.75,-73.99,6
40.73,-74,40.74,-73.99,6
40.75,-73.97,40.74,-73.98,6
40.74,-73.98,40.74,-73.99,6
40.73,-74,40.72,-74.01,6
40.76,-73.97,40.77,-73.97,6
40.81,-73.96,40.8,-73.97,6
40.77,-73.97,40.77,-73.95,6
40.73,-74,40.72,-74.01,6
40.77,-73.98,40.78,-73.98,6
40.77,-73.98,40.77,-73.96,6
40.78,-73.95,40.79,-73.95,6
40.74,-74,40.73,-73.99,6
40.75,-73.99,40.73,-73.99,6
40.72,-73.99,40.73,-73.99,6
